    iterations,fitness,time,samples,keep,m,trial
1920,0.0216972621343,916.399550769,100,50,0.3,1
1930,0.0204630857881,921.006165776,100,50,0.3,1
1940,0.0203556836386,925.968554163,100,50,0.3,1
1950,0.0206326296151,930.642041362,100,50,0.3,1
1960,0.0204546221418,935.353477408,100,50,0.3,1
1970,0.0217205121723,940.167144077,100,50,0.3,1
1980,0.0209930509099,945.047252846,100,50,0.3,1
1990,0.0206732173712,949.745418052,100,50,0.3,1
2000,0.0195312298643,954.349029022,100,50,0.3,1
2010,0.0198987375489,959.301521891,100,50,0.3,1
2020,0.0208434654303,964.118445961,100,50,0.3,1
2030,0.0210500117969,968.810074471,100,50,0.3,1
2040,0.0199552746673,973.678623509,100,50,0.3,1
2050,0.019796460914,978.710504969,100,50,0.3,1
2060,0.0199069303544,983.384443648,100,50,0.3,1
2070,0.0213338675718,988.37096795,100,50,0.3,1
2080,0.0213211862059,992.951810742,100,50,0.3,1
2090,0.0188704270526,997.628754739,100,50,0.3,1
2100,0.0201602874694,1002.31400497,100,50,0.3,1
2110,0.0206345717854,1007.24330675,100,50,0.3,1
2120,0.0193949798127,1011.82879292,100,50,0.3,1
2130,0.0214287198948,1016.61960787,100,50,0.3,1
2140,0.0194899310132,1021.48058076,100,50,0.3,1
