iterations,fitness,time,samples,keep,m,trial
2310,767.0,3952.90853203,100,50,0.3,1
2320,765.0,3971.01984585,100,50,0.3,1
2330,767.0,3990.23096837,100,50,0.3,1
2340,767.0,4007.88400357,100,50,0.3,1
2350,765.0,4025.93416143,100,50,0.3,1
2360,767.0,4043.8705789,100,50,0.3,1
2370,767.0,4061.29170531,100,50,0.3,1
2380,763.0,4078.65214482,100,50,0.3,1
2390,765.0,4095.86764555,100,50,0.3,1
2400,765.0,4113.05964484,100,50,0.3,1
2410,765.0,4130.50896826,100,50,0.3,1
2420,765.0,4147.97393083,100,50,0.3,1
2430,763.0,4165.32516775,100,50,0.3,1
2440,765.0,4182.71079442,100,50,0.3,1
2450,765.0,4200.71085754,100,50,0.3,1
2460,767.0,4218.03310992,100,50,0.3,1
2470,767.0,4246.736838,100,50,0.3,1
2480,767.0,4274.19409477,100,50,0.3,1
2490,769.0,4300.94289075,100,50,0.3,1
2500,767.0,4322.4757742,100,50,0.3,1
2510,765.0,4347.63593784,100,50,0.3,1
2520,765.0,4373.47912505,100,50,0.3,1
2530,765.0,4394.94298896,100,50,0.3,1
2540,765.0,4417.86592479,100,50,0.3,1
2550,767.0,4442.84503152,100,50,0.3,1
2560,767.0,4470.71427574,100,50,0.3,1
2570,769.0,4496.35413836,100,50,0.3,1
2580,765.0,4520.81653546,100,50,0.3,1
2590,767.0,4549.2934168,100,50,0.3,1
2600,767.0,4574.35778554,100,50,0.3,1
2610,767.0,4597.91346375,100,50,0.3,1
2620,767.0,4618.2526634,100,50,0.3,1
2630,765.0,4649.55541888,100,50,0.3,1
2640,765.0,4684.45131743,100,50,0.3,1
2650,767.0,4716.53039393,100,50,0.3,1
2660,765.0,4738.86115588,100,50,0.3,1
2670,767.0,4758.19859887,100,50,0.3,1
2680,771.0,4776.59156486,100,50,0.3,1
2690,765.0,4796.58195997,100,50,0.3,1
2700,765.0,4816.2703213,100,50,0.3,1
2710,767.0,4846.28375082,100,50,0.3,1
2720,765.0,4866.86601478,100,50,0.3,1
2730,767.0,4890.30510805,100,50,0.3,1
2740,765.0,4912.06481042,100,50,0.3,1
2750,767.0,4937.37634169,100,50,0.3,1
2760,767.0,4960.98714255,100,50,0.3,1
2770,765.0,4984.8748319,100,50,0.3,1
2780,767.0,5012.77683996,100,50,0.3,1
2790,767.0,5036.36575631,100,50,0.3,1
2800,767.0,5066.49106322,100,50,0.3,1
2810,767.0,5096.46838177,100,50,0.3,1
2820,767.0,5119.40375125,100,50,0.3,1
2830,765.0,5138.52427128,100,50,0.3,1
2840,765.0,5162.82504848,100,50,0.3,1
2850,765.0,5190.00789689,100,50,0.3,1
2860,767.0,5212.4643354,100,50,0.3,1
2870,769.0,5233.84301587,100,50,0.3,1
